Age,Department,JobRole,Attrition,Attrition_Binary,MonthlyIncome,SalaryBand,YearsAtCompany,TenureBand,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,BusinessTravel,MaritalStatus,Gender,JobLevel,NumCompaniesWorked,TotalWorkingYears,YearsInCurrentRole,StockOptionLevel
46,Research & Development,Manufacturing Director,No,0,5258,Mid (3-6K),1,0-2 yrs,No,3,3,4,3,Non-Travel,Married,Female,2,2,7,0,0
41,Sales,Sales Executive,Yes,1,9355,High (6-10K),8,6-10 yrs,No,2,1,3,3,Travel_Frequently,Single,Male,2,1,8,7,0
50,Research & Development,Healthcare Representative,No,0,10496,Very High (10K+),4,3-5 yrs,No,4,4,3,4,Travel_Rarely,Single,Male,3,6,20,3,0
40,Sales,Sales Executive,Yes,1,6380,High (6-10K),6,6-10 yrs,Yes,3,3,3,1,Travel_Rarely,Married,Male,2,2,8,4,2
31,Research & Development,Research Scientist,No,0,2657,Low (<3K),2,0-2 yrs,Yes,2,3,3,4,Travel_Rarely,Single,Male,1,0,3,2,0
21,Sales,Sales Representative,Yes,1,2716,Low (<3K),1,0-2 yrs,No,2,3,3,4,Travel_Rarely,Single,Female,1,1,1,0,0
29,Research & Development,Research Scientist,No,0,2201,Low (<3K),3,3-5 yrs,No,4,4,3,4,Travel_Rarely,Single,Male,1,9,6,2,0
35,Research & Development,Healthcare Representative,No,0,6540,High (6-10K),1,0-2 yrs,No,2,3,3,3,Travel_Rarely,Single,Male,2,9,10,1,0
27,Research & Development,Laboratory Technician,No,0,3816,Mid (3-6K),5,3-5 yrs,No,2,4,3,2,Travel_Rarely,Divorced,Male,1,1,5,2,1
28,Sales,Sales Executive,No,0,5253,Mid (3-6K),7,6-10 yrs,No,4,2,3,4,Travel_Rarely,Single,Male,2,1,7,5,0
49,Research & Development,Healthcare Representative,No,0,10965,Very High (10K+),5,3-5 yrs,No,3,2,3,3,Travel_Rarely,Single,Male,3,8,26,2,0
51,Sales,Sales Executive,No,0,4936,Mid (3-6K),7,6-10 yrs,No,4,3,2,3,Travel_Rarely,Married,Female,2,4,18,7,1
36,Research & Development,Research Scientist,No,0,2543,Low (<3K),2,0-2 yrs,No,3,4,3,2,Travel_Rarely,Married,Female,1,4,6,2,1
34,Sales,Sales Executive,Yes,1,5304,Mid (3-6K),5,3-5 yrs,Yes,4,1,2,2,Non-Travel,Single,Male,2,8,9,2,0
55,Research & Development,Manager,No,0,16659,Very High (10K+),5,3-5 yrs,Yes,4,3,3,3,Travel_Rarely,Single,Female,4,2,30,4,0
24,Sales,Sales Executive,No,0,4260,Mid (3-6K),5,3-5 yrs,Yes,3,4,4,4,Travel_Rarely,Divorced,Female,2,1,5,2,1
30,Sales,Sales Representative,No,0,2476,Low (<3K),1,0-2 yrs,No,2,3,3,1,Travel_Rarely,Married,Male,1,1,1,0,1
26,Research & Development,Research Scientist,Yes,1,3102,Mid (3-6K),6,6-10 yrs,No,1,3,3,3,Travel_Frequently,Single,Male,1,0,7,4,0
22,Research & Development,Research Scientist,No,0,2244,Low (<3K),2,0-2 yrs,No,2,1,3,4,Travel_Rarely,Married,Female,1,1,2,1,1
36,Sales,Sales Executive,No,0,7596,High (6-10K),10,6-10 yrs,No,3,2,3,2,Travel_Rarely,Married,Male,3,1,10,9,2
30,Research & Development,Research Scientist,Yes,1,2285,Low (<3K),1,0-2 yrs,Yes,4,3,3,3,Travel_Frequently,Single,Male,1,9,3,0,0
37,Research & Development,Laboratory Technician,No,0,3034,Mid (3-6K),18,10+ yrs,No,1,4,2,3,Travel_Rarely,Divorced,Female,1,1,18,7,1
40,Sales,Sales Executive,No,0,5715,Mid (3-6K),5,3-5 yrs,No,2,4,3,3,Travel_Rarely,Divorced,Female,2,7,8,4,2
42,Research & Development,Laboratory Technician,No,0,2576,Low (<3K),5,3-5 yrs,No,1,2,3,2,Travel_Rarely,Divorced,Female,1,3,8,2,1
37,Research & Development,Manufacturing Director,No,0,4197,Mid (3-6K),1,0-2 yrs,Yes,2,3,2,4,Travel_Rarely,Single,Male,2,2,18,0,0
43,Research & Development,Research Director,No,0,14336,Very High (10K+),25,10+ yrs,No,2,1,3,3,Travel_Rarely,Divorced,Male,4,1,25,10,1
40,Research & Development,Laboratory Technician,No,0,3448,Mid (3-6K),1,0-2 yrs,No,3,2,3,2,Travel_Rarely,Married,Female,2,6,20,0,1
54,Research & Development,Research Director,No,0,19406,Very High (10K+),4,3-5 yrs,No,1,1,2,3,Travel_Rarely,Married,Male,5,4,24,2,1
34,Sales,Sales Executive,No,0,6538,High (6-10K),3,3-5 yrs,No,3,3,3,1,Non-Travel,Married,Female,2,9,6,2,1
31,Research & Development,Manufacturing Director,No,0,4306,Mid (3-6K),13,10+ yrs,No,1,2,1,2,Travel_Rarely,Married,Female,2,1,13,10,1
43,Research & Development,Laboratory Technician,No,0,2258,Low (<3K),3,3-5 yrs,No,4,4,3,1,Travel_Frequently,Married,Male,1,7,8,2,1
43,Research & Development,Healthcare Representative,No,0,4522,Mid (3-6K),5,3-5 yrs,Yes,3,3,3,4,Travel_Rarely,Divorced,Female,2,4,8,2,0
25,Sales,Sales Executive,No,0,4487,Mid (3-6K),5,3-5 yrs,Yes,4,2,3,2,Travel_Rarely,Single,Female,2,1,5,4,0
37,Research & Development,Research Scientist,No,0,4449,Mid (3-6K),13,10+ yrs,Yes,3,2,3,1,Non-Travel,Married,Female,2,3,15,11,2
31,Research & Development,Laboratory Technician,No,0,2218,Low (<3K),4,3-5 yrs,No,1,4,3,3,Travel_Rarely,Married,Male,1,1,4,2,1
39,Research & Development,Manager,No,0,19197,Very High (10K+),21,10+ yrs,Yes,3,2,3,3,Travel_Frequently,Divorced,Male,5,1,21,8,1
56,Sales,Sales Executive,No,0,13212,Very High (10K+),7,6-10 yrs,No,1,3,2,4,Travel_Frequently,Married,Female,4,9,36,7,3
30,Sales,Sales Executive,No,0,6577,High (6-10K),5,3-5 yrs,No,3,2,3,2,Travel_Rarely,Single,Female,2,0,6,4,0
41,Sales,Sales Executive,No,0,8392,High (6-10K),10,6-10 yrs,No,1,2,3,3,Travel_Rarely,Married,Male,3,1,10,7,1
28,Research & Development,Laboratory Technician,No,0,4558,Mid (3-6K),10,6-10 yrs,No,1,3,3,4,Travel_Rarely,Divorced,Male,2,1,10,0,1
25,Research & Development,Laboratory Technician,Yes,1,4031,Mid (3-6K),2,0-2 yrs,No,1,1,3,3,Travel_Rarely,Married,Male,1,5,6,2,1
52,Research & Development,Manufacturing Director,No,0,7969,High (6-10K),5,3-5 yrs,Yes,3,4,3,3,Travel_Rarely,Married,Male,3,2,28,4,0
45,Research & Development,Research Scientist,No,0,2654,Low (<3K),2,0-2 yrs,No,4,1,2,4,Travel_Rarely,Married,Male,1,3,8,2,2
52,Research & Development,Manager,No,0,16555,Very High (10K+),5,3-5 yrs,No,4,4,1,4,Travel_Rarely,Married,Female,4,2,31,2,0
42,Research & Development,Research Scientist,No,0,4556,Mid (3-6K),5,3-5 yrs,No,3,1,3,2,Travel_Frequently,Divorced,Female,2,2,19,4,1
30,Research & Development,Manufacturing Director,No,0,6091,High (6-10K),5,3-5 yrs,No,4,3,3,3,Travel_Rarely,Single,Female,2,2,11,4,0
60,Research & Development,Manager,No,0,19566,Very High (10K+),29,10+ yrs,No,1,1,1,4,Travel_Rarely,Married,Female,5,5,33,8,0
46,Research & Development,Manufacturing Director,No,0,4810,Mid (3-6K),10,6-10 yrs,No,3,3,2,3,Travel_Rarely,Divorced,Female,2,2,19,7,1
42,Research & Development,Healthcare Representative,No,0,4523,Mid (3-6K),6,6-10 yrs,No,4,4,4,4,Travel_Frequently,Married,Female,2,0,7,5,3
24,Sales,Sales Representative,Yes,1,3202,Mid (3-6K),5,3-5 yrs,Yes,2,1,3,2,Travel_Rarely,Single,Female,1,1,6,3,0
34,Sales,Sales Representative,Yes,1,2351,Low (<3K),2,0-2 yrs,No,3,4,2,4,Travel_Frequently,Divorced,Female,1,0,3,2,1
38,Research & Development,Laboratory Technician,No,0,1702,Low (<3K),1,0-2 yrs,Yes,4,4,3,3,Travel_Frequently,Married,Male,1,1,1,0,1
40,Sales,Manager,No,0,18041,Very High (10K+),20,10+ yrs,No,3,3,3,4,Travel_Rarely,Married,Female,5,0,21,15,0
26,Research & Development,Research Scientist,No,0,2886,Low (<3K),3,3-5 yrs,No,4,1,1,2,Travel_Rarely,Divorced,Female,1,1,3,2,2
30,Research & Development,Laboratory Technician,No,0,2097,Low (<3K),5,3-5 yrs,No,4,3,1,3,Non-Travel,Married,Male,1,4,9,3,1
29,Research & Development,Research Director,No,0,11935,Very High (10K+),10,6-10 yrs,No,3,2,3,3,Travel_Rarely,Married,Male,3,1,10,2,0
29,Research & Development,Research Scientist,Yes,1,2546,Low (<3K),2,0-2 yrs,No,2,3,4,2,Travel_Rarely,Married,Female,1,5,6,2,0
19,Human Resources,Human Resources,Yes,1,2564,Low (<3K),1,0-2 yrs,No,4,1,4,3,Travel_Rarely,Single,Male,1,1,1,0,0
30,Sales,Sales Executive,No,0,8412,High (6-10K),9,6-10 yrs,No,1,3,3,3,Non-Travel,Married,Female,3,0,10,8,0
57,Sales,Manager,No,0,14118,Very High (10K+),1,0-2 yrs,No,4,1,2,3,Travel_Rarely,Divorced,Male,4,3,32,0,1
50,Research & Development,Manager,No,0,17046,Very High (10K+),27,10+ yrs,No,3,2,3,2,Travel_Rarely,Married,Male,4,0,28,10,1
30,Research & Development,Laboratory Technician,No,0,2564,Low (<3K),11,10+ yrs,No,4,3,2,3,Non-Travel,Single,Female,1,0,12,7,0
60,Sales,Sales Executive,No,0,10266,Very High (10K+),18,10+ yrs,No,1,3,4,4,Travel_Frequently,Married,Female,3,4,22,13,0
47,Research & Development,Manufacturing Director,No,0,5070,Mid (3-6K),5,3-5 yrs,No,4,1,3,3,Travel_Rarely,Divorced,Female,2,5,20,0,3
46,Research & Development,Research Director,No,0,17861,Very High (10K+),3,3-5 yrs,No,3,1,1,3,Travel_Rarely,Married,Male,4,6,26,2,0
35,Research & Development,Laboratory Technician,No,0,4230,Mid (3-6K),5,3-5 yrs,No,3,4,3,3,Travel_Rarely,Single,Male,1,0,6,4,0
54,Research & Development,Laboratory Technician,No,0,3780,Mid (3-6K),1,0-2 yrs,No,3,3,3,3,Travel_Rarely,Single,Female,2,7,19,0,0
34,Research & Development,Research Scientist,No,0,2768,Low (<3K),7,6-10 yrs,No,3,4,3,3,Travel_Rarely,Divorced,Male,1,3,14,3,1
46,Sales,Sales Executive,No,0,9071,High (6-10K),3,3-5 yrs,Yes,4,3,3,3,Travel_Rarely,Married,Female,3,2,15,2,1
31,Research & Development,Manufacturing Director,No,0,10648,Very High (10K+),13,10+ yrs,No,2,3,4,4,Travel_Rarely,Divorced,Male,3,1,13,8,1
33,Research & Development,Manager,Yes,1,13610,Very High (10K+),7,6-10 yrs,Yes,3,2,4,4,Travel_Rarely,Married,Male,3,7,15,6,0
33,Research & Development,Laboratory Technician,Yes,1,3408,Mid (3-6K),4,3-5 yrs,No,4,1,3,1,Travel_Rarely,Divorced,Male,1,7,8,3,3
30,Sales,Sales Representative,No,0,2983,Low (<3K),3,3-5 yrs,No,2,4,3,1,Travel_Rarely,Single,Male,1,0,4,2,0
35,Research & Development,Healthcare Representative,No,0,7632,High (6-10K),8,6-10 yrs,Yes,3,4,3,3,Travel_Rarely,Married,Male,3,4,10,7,0
31,Research & Development,Healthcare Representative,Yes,1,9824,High (6-10K),1,0-2 yrs,No,3,1,3,1,Travel_Frequently,Married,Male,3,3,12,0,0
34,Human Resources,Human Resources,Yes,1,9950,High (6-10K),3,3-5 yrs,Yes,1,2,3,3,Travel_Frequently,Divorced,Female,3,9,11,2,3
42,Research & Development,Laboratory Technician,No,0,2093,Low (<3K),2,0-2 yrs,No,3,2,3,4,Travel_Frequently,Married,Male,1,4,8,2,1
36,Sales,Sales Executive,No,0,9980,High (6-10K),10,6-10 yrs,No,4,2,2,4,Non-Travel,Single,Male,3,1,10,3,0
22,Research & Development,Laboratory Technician,Yes,1,3894,Mid (3-6K),2,0-2 yrs,No,3,3,3,3,Travel_Frequently,Single,Male,1,5,4,2,0
48,Sales,Sales Executive,No,0,4051,Mid (3-6K),9,6-10 yrs,No,4,2,3,1,Travel_Rarely,Married,Female,2,2,14,7,1
55,Sales,Manager,No,0,16835,Very High (10K+),10,6-10 yrs,No,2,1,3,4,Travel_Rarely,Single,Female,4,3,37,9,0
41,Sales,Sales Executive,No,0,6230,High (6-10K),14,10+ yrs,No,4,4,3,4,Non-Travel,Single,Male,2,7,16,3,0
35,Sales,Sales Executive,No,0,4717,Mid (3-6K),11,10+ yrs,No,3,2,3,3,Travel_Rarely,Married,Male,2,9,15,9,0
40,Research & Development,Manufacturing Director,No,0,13237,Very High (10K+),20,10+ yrs,No,3,2,3,3,Travel_Rarely,Single,Female,4,7,22,6,0
39,Research & Development,Laboratory Technician,No,0,3755,Mid (3-6K),8,6-10 yrs,No,3,3,3,1,Travel_Frequently,Married,Female,1,1,8,3,1
31,Sales,Sales Executive,No,0,6582,High (6-10K),6,6-10 yrs,Yes,4,2,4,3,Travel_Rarely,Single,Male,2,4,10,5,0
42,Research & Development,Manufacturing Director,No,0,7406,High (6-10K),10,6-10 yrs,Yes,1,4,2,4,Travel_Rarely,Married,Male,3,1,10,9,1
45,Sales,Sales Executive,No,0,4805,Mid (3-6K),8,6-10 yrs,No,2,4,4,2,Travel_Rarely,Married,Male,2,0,9,7,1
26,Human Resources,Human Resources,Yes,1,2741,Low (<3K),7,6-10 yrs,Yes,3,2,2,2,Travel_Frequently,Divorced,Female,1,0,8,7,1
29,Research & Development,Manufacturing Director,No,0,4262,Mid (3-6K),3,3-5 yrs,No,4,4,4,2,Travel_Rarely,Divorced,Male,2,4,8,2,2
33,Research & Development,Research Director,No,0,16184,Very High (10K+),6,6-10 yrs,No,3,1,3,3,Travel_Rarely,Divorced,Female,4,4,10,1,1
31,Sales,Manager,No,0,11557,Very High (10K+),5,3-5 yrs,No,4,3,2,3,Travel_Rarely,Divorced,Male,3,9,10,4,1
18,Sales,Sales Representative,Yes,1,1878,Low (<3K),0,0-2 yrs,Yes,2,2,3,4,Travel_Frequently,Single,Male,1,1,0,0,0
40,Sales,Sales Executive,No,0,10932,Very High (10K+),1,0-2 yrs,No,1,3,3,3,Non-Travel,Divorced,Male,3,3,20,0,1
41,Research & Development,Healthcare Representative,No,0,6811,High (6-10K),8,6-10 yrs,Yes,3,1,3,1,Non-Travel,Single,Female,2,2,10,7,0
26,Sales,Sales Executive,No,0,4306,Mid (3-6K),0,0-2 yrs,No,3,1,3,1,Travel_Rarely,Divorced,Male,2,5,8,0,2
35,Sales,Sales Executive,No,0,4859,Mid (3-6K),5,3-5 yrs,No,3,1,3,4,Travel_Rarely,Single,Female,2,1,5,4,0
34,Sales,Sales Executive,No,0,5337,Mid (3-6K),10,6-10 yrs,No,4,4,3,4,Travel_Rarely,Single,Male,2,1,10,7,0
26,Research & Development,Laboratory Technician,Yes,1,2340,Low (<3K),1,0-2 yrs,Yes,4,3,1,2,Travel_Rarely,Single,Male,1,1,1,0,0
37,Research & Development,Manufacturing Director,No,0,7491,High (6-10K),6,6-10 yrs,No,4,2,4,4,Travel_Rarely,Single,Female,3,4,12,5,0
46,Research & Development,Healthcare Representative,No,0,10527,Very High (10K+),2,0-2 yrs,No,3,1,2,4,Travel_Frequently,Married,Female,3,5,28,2,0
41,Sales,Manager,No,0,16595,Very High (10K+),18,10+ yrs,No,1,2,3,2,Travel_Rarely,Married,Female,4,7,22,16,1
37,Sales,Sales Executive,No,0,8834,High (6-10K),9,6-10 yrs,No,2,1,3,4,Non-Travel,Divorced,Male,3,1,9,5,1
52,Research & Development,Research Scientist,No,0,5577,Mid (3-6K),10,6-10 yrs,Yes,1,4,3,2,Travel_Rarely,Divorced,Male,2,3,18,9,2
32,Sales,Sales Executive,Yes,1,4707,Mid (3-6K),4,3-5 yrs,No,3,4,3,4,Non-Travel,Married,Male,2,8,6,2,0
24,Sales,Sales Representative,No,0,2400,Low (<3K),2,0-2 yrs,No,4,4,3,3,Travel_Frequently,Married,Male,1,0,3,2,2
38,Research & Development,Healthcare Representative,No,0,9824,High (6-10K),1,0-2 yrs,No,3,3,3,3,Travel_Rarely,Married,Female,2,3,18,0,1
37,Research & Development,Manufacturing Director,No,0,6447,High (6-10K),6,6-10 yrs,No,2,2,2,2,Travel_Rarely,Married,Female,2,6,8,5,1
49,Research & Development,Research Director,No,0,19502,Very High (10K+),31,10+ yrs,Yes,3,4,3,3,Travel_Rarely,Divorced,Male,5,1,31,9,1
24,Research & Development,Research Scientist,No,0,2725,Low (<3K),6,6-10 yrs,Yes,4,2,3,2,Travel_Rarely,Married,Male,1,1,6,5,2
26,Sales,Sales Executive,No,0,6272,High (6-10K),5,3-5 yrs,No,2,1,4,4,Travel_Rarely,Married,Male,2,1,6,3,2
24,Research & Development,Laboratory Technician,No,0,2127,Low (<3K),1,0-2 yrs,No,2,4,3,4,Travel_Rarely,Married,Male,1,1,1,0,1
50,Human Resources,Manager,No,0,18200,Very High (10K+),32,10+ yrs,No,2,1,3,3,Travel_Frequently,Married,Male,5,1,32,5,1
25,Sales,Sales Representative,No,0,2096,Low (<3K),7,6-10 yrs,No,3,2,3,3,Travel_Rarely,Married,Male,1,1,7,4,0
24,Research & Development,Laboratory Technician,Yes,1,2886,Low (<3K),6,6-10 yrs,Yes,3,1,3,4,Travel_Frequently,Married,Female,1,1,6,3,1
30,Sales,Sales Representative,Yes,1,2033,Low (<3K),1,0-2 yrs,No,1,2,4,3,Travel_Frequently,Married,Male,1,1,1,0,1
34,Research & Development,Research Scientist,No,0,3622,Mid (3-6K),6,6-10 yrs,Yes,4,2,3,4,Travel_Rarely,Married,Male,1,1,6,5,1
31,Sales,Sales Executive,Yes,1,4233,Mid (3-6K),3,3-5 yrs,No,1,2,1,3,Travel_Rarely,Divorced,Male,2,2,9,1,0
35,Research & Development,Laboratory Technician,No,0,3681,Mid (3-6K),3,3-5 yrs,No,4,1,3,4,Travel_Rarely,Single,Male,2,4,9,2,0
31,Sales,Sales Executive,No,0,5460,Mid (3-6K),7,6-10 yrs,No,4,1,4,4,Travel_Rarely,Divorced,Male,2,4,13,7,2
27,Research & Development,Research Scientist,No,0,2187,Low (<3K),5,3-5 yrs,No,3,1,2,3,Travel_Rarely,Divorced,Female,1,0,6,3,2
37,Sales,Sales Executive,No,0,9602,High (6-10K),3,3-5 yrs,Yes,3,4,2,3,Travel_Rarely,Married,Male,2,4,17,0,1
20,Research & Development,Research Scientist,No,0,2836,Low (<3K),1,0-2 yrs,No,2,4,4,4,Travel_Rarely,Single,Female,1,1,1,0,0
42,Research & Development,Healthcare Representative,No,0,4089,Mid (3-6K),10,6-10 yrs,No,4,3,3,2,Travel_Rarely,Married,Female,2,1,10,2,2
43,Research & Development,Research Director,No,0,16627,Very High (10K+),1,0-2 yrs,Yes,4,2,2,3,Travel_Rarely,Divorced,Male,4,4,21,0,1
38,Research & Development,Research Scientist,No,0,2619,Low (<3K),0,0-2 yrs,No,1,3,2,4,Travel_Rarely,Single,Female,1,3,8,0,0
43,Research & Development,Laboratory Technician,No,0,5679,Mid (3-6K),8,6-10 yrs,Yes,3,4,3,2,Travel_Frequently,Divorced,Male,2,3,10,7,1
48,Research & Development,Manager,No,0,15402,Very High (10K+),3,3-5 yrs,No,1,4,1,1,Travel_Rarely,Married,Female,4,7,21,2,1
44,Human Resources,Human Resources,No,0,5985,Mid (3-6K),2,0-2 yrs,No,3,1,4,2,Travel_Rarely,Single,Female,2,4,10,2,0
34,Sales,Sales Representative,No,0,2579,Low (<3K),8,6-10 yrs,Yes,3,3,3,4,Travel_Rarely,Divorced,Female,1,1,8,2,2
27,Sales,Sales Representative,Yes,1,3041,Mid (3-6K),4,3-5 yrs,No,1,3,3,2,Travel_Rarely,Divorced,Male,1,0,5,3,1
21,Sales,Sales Representative,No,0,3447,Mid (3-6K),3,3-5 yrs,No,3,3,3,3,Travel_Rarely,Single,Male,1,1,3,2,0
44,Research & Development,Manager,No,0,19513,Very High (10K+),2,0-2 yrs,Yes,4,4,4,1,Travel_Rarely,Married,Male,5,4,26,2,1
22,Research & Development,Research Scientist,No,0,2773,Low (<3K),2,0-2 yrs,No,3,1,3,4,Travel_Rarely,Married,Male,1,0,3,2,0
33,Sales,Sales Executive,No,0,7104,High (6-10K),5,3-5 yrs,No,3,3,3,4,Travel_Rarely,Divorced,Male,2,0,6,0,0
32,Research & Development,Research Scientist,No,0,6322,High (6-10K),6,6-10 yrs,Yes,4,1,2,4,Travel_Rarely,Married,Female,2,1,6,4,1
30,Research & Development,Research Scientist,No,0,2083,Low (<3K),1,0-2 yrs,No,3,3,3,3,Travel_Frequently,Divorced,Female,1,1,1,0,1
53,Sales,Sales Executive,No,0,8381,High (6-10K),14,10+ yrs,No,1,4,4,4,Travel_Rarely,Single,Female,2,7,18,7,0
34,Research & Development,Research Scientist,No,0,2691,Low (<3K),10,6-10 yrs,No,4,2,2,4,Travel_Rarely,Married,Male,1,1,10,9,1
45,Sales,Sales Executive,Yes,1,4286,Mid (3-6K),1,0-2 yrs,No,1,1,3,4,Travel_Frequently,Married,Female,2,2,5,1,2
26,Research & Development,Laboratory Technician,No,0,2659,Low (<3K),3,3-5 yrs,Yes,4,3,3,3,Travel_Rarely,Married,Female,1,1,3,2,1
37,Research & Development,Manufacturing Director,No,0,9434,High (6-10K),10,6-10 yrs,No,3,3,3,3,Travel_Rarely,Married,Male,3,1,10,7,1
29,Sales,Sales Executive,No,0,5561,Mid (3-6K),6,6-10 yrs,No,3,2,2,1,Travel_Rarely,Married,Female,2,1,6,0,1
35,Research & Development,Research Scientist,No,0,6646,High (6-10K),17,10+ yrs,No,4,2,3,2,Travel_Rarely,Single,Male,2,1,17,11,0
33,Research & Development,Healthcare Representative,No,0,7725,High (6-10K),13,10+ yrs,No,4,3,1,3,Travel_Frequently,Divorced,Male,2,3,15,11,1
54,Human Resources,Human Resources,No,0,10725,Very High (10K+),9,6-10 yrs,No,2,3,4,3,Travel_Rarely,Married,Male,3,2,16,7,1
36,Research & Development,Manufacturing Director,No,0,8847,High (6-10K),3,3-5 yrs,Yes,2,2,3,3,Travel_Rarely,Divorced,Male,2,2,13,2,1
27,Research & Development,Research Scientist,No,0,2045,Low (<3K),4,3-5 yrs,No,4,1,3,4,Travel_Rarely,Single,Male,1,0,5,2,0
20,Research & Development,Research Scientist,Yes,1,1009,Low (<3K),1,0-2 yrs,Yes,3,4,3,4,Travel_Rarely,Single,Male,1,1,1,0,0
33,Research & Development,Research Scientist,Yes,1,3348,Mid (3-6K),10,6-10 yrs,Yes,1,1,3,1,Travel_Frequently,Single,Male,1,1,10,8,0
35,Research & Development,Laboratory Technician,No,0,1281,Low (<3K),1,0-2 yrs,No,3,3,3,3,Non-Travel,Married,Male,1,1,1,0,2
23,Research & Development,Research Scientist,No,0,2819,Low (<3K),3,3-5 yrs,No,1,1,4,1,Travel_Rarely,Married,Male,1,2,5,2,1
25,Sales,Sales Executive,No,0,4851,Mid (3-6K),3,3-5 yrs,No,2,4,3,3,Travel_Rarely,Married,Male,2,0,4,2,1
38,Sales,Sales Executive,No,0,4028,Mid (3-6K),7,6-10 yrs,No,4,4,3,1,Travel_Rarely,Single,Female,2,0,8,7,0
29,Research & Development,Research Scientist,No,0,2720,Low (<3K),10,6-10 yrs,No,4,2,3,4,Travel_Frequently,Divorced,Male,1,1,10,7,1
48,Sales,Sales Executive,No,0,8120,High (6-10K),2,0-2 yrs,No,2,2,3,4,Travel_Rarely,Married,Male,2,3,12,2,0
27,Sales,Sales Executive,No,0,4647,Mid (3-6K),6,6-10 yrs,Yes,4,4,3,2,Travel_Frequently,Divorced,Female,2,1,6,5,2
37,Research & Development,Research Scientist,No,0,4680,Mid (3-6K),1,0-2 yrs,No,4,4,3,1,Travel_Rarely,Single,Male,1,3,4,0,0
50,Research & Development,Laboratory Technician,No,0,3221,Mid (3-6K),20,10+ yrs,Yes,3,4,3,3,Travel_Rarely,Married,Male,1,1,20,8,3
34,Research & Development,Healthcare Representative,No,0,8621,High (6-10K),8,6-10 yrs,No,2,4,4,2,Travel_Rarely,Single,Female,3,1,9,7,0
24,Sales,Sales Executive,Yes,1,4577,Mid (3-6K),2,0-2 yrs,No,3,1,3,1,Travel_Rarely,Single,Female,2,9,4,2,0
39,Research & Development,Healthcare Representative,No,0,4553,Mid (3-6K),20,10+ yrs,No,3,4,3,1,Travel_Rarely,Single,Female,2,1,20,7,0
32,Sales,Sales Executive,No,0,5396,Mid (3-6K),10,6-10 yrs,No,4,4,2,4,Travel_Rarely,Single,Male,2,1,10,7,0
50,Sales,Sales Executive,Yes,1,6796,High (6-10K),4,3-5 yrs,Yes,3,2,3,1,Travel_Frequently,Married,Male,2,3,18,3,1
38,Research & Development,Healthcare Representative,No,0,7625,High (6-10K),9,6-10 yrs,No,4,2,2,3,Travel_Rarely,Single,Female,2,0,10,7,0
27,Research & Development,Manufacturing Director,No,0,7412,High (6-10K),9,6-10 yrs,No,1,3,3,4,Travel_Rarely,Married,Female,3,1,9,7,0
32,Research & Development,Research Director,No,0,11159,Very High (10K+),7,6-10 yrs,No,4,3,3,4,Travel_Rarely,Single,Female,3,3,10,7,0
47,Sales,Sales Executive,No,0,4960,Mid (3-6K),7,6-10 yrs,No,1,4,3,4,Travel_Rarely,Single,Male,2,2,20,7,0
40,Sales,Sales Executive,No,0,10475,Very High (10K+),18,10+ yrs,Yes,1,4,3,3,Travel_Frequently,Married,Male,3,5,20,13,1
53,Research & Development,Research Director,No,0,14814,Very High (10K+),5,3-5 yrs,No,3,3,3,3,Travel_Rarely,Married,Male,4,3,32,1,0
41,Human Resources,Manager,No,0,19141,Very High (10K+),21,10+ yrs,No,4,2,2,2,Travel_Rarely,Divorced,Male,5,3,23,6,3
60,Sales,Sales Executive,No,0,5405,Mid (3-6K),2,0-2 yrs,No,1,1,3,4,Travel_Rarely,Single,Male,2,8,10,2,0
27,Research & Development,Manufacturing Director,No,0,8793,High (6-10K),9,6-10 yrs,No,1,4,2,3,Travel_Frequently,Divorced,Male,3,1,9,7,2
41,Human Resources,Manager,No,0,19189,Very High (10K+),22,10+ yrs,No,3,4,3,2,Travel_Rarely,Married,Male,5,1,22,7,1
50,Sales,Sales Representative,No,0,3875,Mid (3-6K),2,0-2 yrs,No,2,4,3,4,Travel_Rarely,Married,Male,1,7,4,2,1
28,Research & Development,Research Scientist,Yes,1,2216,Low (<3K),7,6-10 yrs,Yes,2,1,3,4,Travel_Rarely,Single,Female,1,7,10,7,0
36,Research & Development,Research Director,No,0,11713,Very High (10K+),8,6-10 yrs,No,1,1,3,1,Non-Travel,Married,Female,3,9,10,7,1
38,Research & Development,Manufacturing Director,No,0,7861,High (6-10K),1,0-2 yrs,Yes,3,3,4,4,Travel_Rarely,Single,Female,3,4,10,0,0
44,Research & Development,Laboratory Technician,No,0,3708,Mid (3-6K),5,3-5 yrs,No,3,1,3,3,Non-Travel,Single,Male,1,2,9,2,0
47,Sales,Sales Executive,No,0,13770,Very High (10K+),22,10+ yrs,Yes,3,4,2,4,Travel_Frequently,Divorced,Female,4,9,28,2,2
30,Sales,Sales Executive,No,0,5304,Mid (3-6K),8,6-10 yrs,No,4,3,2,4,Travel_Rarely,Divorced,Male,2,7,10,7,1
29,Sales,Sales Representative,No,0,2642,Low (<3K),1,0-2 yrs,No,3,3,3,3,Travel_Rarely,Single,Male,1,1,1,0,0
42,Research & Development,Research Scientist,Yes,1,2759,Low (<3K),2,0-2 yrs,Yes,3,3,3,4,Travel_Frequently,Divorced,Male,1,6,7,2,0
